,index,id,label,text,triple
127,929,1843.json,True,"After the oil spill, Congressman Adam Putnam doubled down saying all energy sources, including oil drilling in the Gulf, should be considered just days after the oil spill started.","[['Adam Putnam', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
128,936,4322.json,False,Says Gov. Rick Scott is spending a quarter of a million of our tax dollars to robocall people.,"[['Rick Scott', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
129,952,5926.json,False,Says Gov. Scott Walker said no to equal pay for equal work for women.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
130,965,7622.json,False,Congresswoman Frederica Wilson successfully postpones closure of the North Perry airport tower.,"[['Frederica Wilson', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
131,977,11293.json,True,"The top man at Yale Law School came out ... with just a raging report about former HP CEO Carly Fiorina,saying she isone of the worst executives in his memory in history running the company.","[['Carly Fiorina', 'people/person/employment_history./business/employment_tenure/title', 'Chief executive officer']]"
132,984,1634.json,True,"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.","[['Governor', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama']]"
133,1004,4690.json,False,"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.","[['Sarah Palin', 'people/person/employment_history./business/employment_tenure/title', 'Governor'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
134,1018,9511.json,True,U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,"[['Michelle Nunn', 'organization/role/leaders./organization/leadership/person', 'USAs senat'], ['Michelle Nunn', 'people/person/employment_history./business/employment_tenure/title', 'Candidate']]"
135,1029,13140.json,True,Says MarcoRubio voted to slash school funding by billions of dollars and would eliminate the Department of Education.,"[['Marco Rubio', 'organization/role/leaders./organization/leadership/person', '200'], ['Marco Rubio', 'organization/role/leaders./organization/leadership/person', '200']]"
136,1037,11988.json,False,Says Milwaukee County Executive Chris Abele is a billionaire.,"[['Chris Abele', 'people/person/employment_history./business/employment_tenure/title', 'Executive (government)'], ['Chris Abele', 'organization/role/leaders./organization/leadership/person', 'Milwaukee County']]"
137,1045,6322.json,False,"Says U.S. Rep. Sean Duffy is among seven Tea Party freshmen who spent an average of 15,000 on cars for themselves.","[['Sean Duffy', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
138,1064,6790.json,False,Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.,"[['Frank Guinta', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
139,1083,1819.json,False,"In three days last week, Gov. Rick Perry flew to five cities at taxpayers expense, holding press conferences, delivering 2,325,000 in checks.","[['Rick Perry', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
140,1091,5319.json,False,Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
141,1097,1863.json,True,"If voters agree in November to approve a onecent sales tax increase, that will give Hillsborough County the highest sales tax of all Florida counties.","[['County', 'location/hud_county_place/county', 'Hillsborough-tragedien']]"
142,1099,12893.json,False,Says President Bill Clinton did not sign NAFTA.,"[['Bill Clinton', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
143,1100,5523.json,True,Says Gov. Scott Walker cut aid to local schools despite campaigning on trying to restore twothirds state funding for education,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
144,1126,4516.json,False,Says President Barack Obama failed to stand up for the bipartisan debt solutions of the SimpsonBowles Commission.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
145,1127,1914.json,False,"Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.","[['City', 'location/country/languages_spoken', 'Mexico']]"
146,1128,2761.json,False,Congresswoman Kathy Castor voted to spend 2.6 million to teach prostitutes in China to drink responsibly.,"[['Kathy Castor', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
147,1130,242.json,True,"As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes.","[['Mike Huckabee', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
148,1147,10033.json,False,Says U.S. Rep. Steve Southerland voted himself health care for life.,"[['Steve Southerland (Florida politician)', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
149,1158,8772.json,False,"Oregon Rep. Tina Kotek, DPortland, has never held a job nor run a business","[['Tina Kotek', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
150,1160,461.json,True,The Rev. Wright compared the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.,"[['Wright', 'organization/role/leaders./organization/leadership/person', 'United States Marine Corps'], ['Wright', 'people/person/employment_history./business/employment_tenure/title', 'Rødrev']]"
151,1161,12280.json,True,Says Nevada state Sen. Michael Roberson forced Common Core for Nevada schools.,"[['Michael Roberson', 'people/person/employment_history./business/employment_tenure/title', 'State senator']]"
152,1167,10339.json,True,"Says that in 2008, President Barack Obama said normalization with Cuba would first require liberation of all political prisoners and some basic steps toward freedom, including freedom of the press, political parties, labor unions.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
153,1195,9871.json,False,"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.","[['Den islamske staten Irak og Levanten', 'organization/organization/headquarters./location/mailing_address/country', 'Iraq'], ['Den islamske staten Irak og Levanten', 'organization/organization/headquarters./location/mailing_address/country', 'Iraq'], ['Den islamske staten Irak og Levanten', 'organization/organization/headquarters./location/mailing_address/country', 'Iraq']]"
154,1211,2140.json,True,There are more pain clinics in Broward County than there are McDonalds in Broward County.,"[[""McDonald's"", 'organization/organization/headquarters./location/mailing_address/country', 'Broward County']]"
155,1214,9608.json,False,Former President George W. Bush and former Vice President Dick Cheney are unable to visit Europe due to outstanding warrants.,"[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Dick Cheney', 'people/person/employment_history./business/employment_tenure/title', 'Vice President of the United States']]"
156,1226,5016.json,False,"Says Rep. Betty Sutton supports allowing welfare fund withdrawals from strip clubs, casinos and liquor stores.","[['Betty Sutton', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
157,1233,14.json,True,Senator McCain voted against the Bush tax cuts. Now hes for them.,"[['John McCain', 'people/person/employment_history./business/employment_tenure/title', 'Senator']]"
158,1237,12965.json,True,"In Congress, Cresent Hardy voted to defund DACA.","[['200', 'organization/role/leaders./organization/leadership/person', 'United States Congress'], ['200', 'organization/role/leaders./organization/leadership/person', 'United States Congress']]"
159,1241,1678.json,True,"President Obama himself attempted to filibuster Justice Alito, who now sits on the Supreme Court.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
160,1249,3001.json,False,The Greenest County in America.,"[['200', 'location/country/languages_spoken', 'United States']]"
161,1277,1564.json,False,George W. Bush was the least popular president in modern history.,"[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
162,1299,10440.json,True,"Since Gov. Nathan Deal office in 2011, the states rainy day fund has grown by 643 percent.","[['Nathan Deal', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
163,1300,6647.json,False,Says President Barack Obama built this 16 trillion debt.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
164,1305,12550.json,True,"Says Michael Bennet votes for President Obamas agenda 98 percent of the time. Hardly independent, hardly bipartisan.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
165,1307,661.json,False,John McCain wants to privatize Social Security.,"[['John McCain', 'organization/role/leaders./organization/leadership/person', 'Social Security (United States)']]"
166,1326,5270.json,True,Congressman Phil Roe hands out 1.3M government check from a federal program that he voted against.,"[['Phil Roe (politician)', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
167,1338,4378.json,False,"U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.","[['United States Congress', 'organization/organization/headquarters./location/mailing_address/country', 'Us (2019 film)']]"
168,1353,5139.json,True,"Mayor Barrett saved Milwaukee 25 million, thanks to Gov. Walkers reforms.","[['Barrett M82', 'people/person/employment_history./business/employment_tenure/title', 'Mayor']]"
169,1374,8740.json,True,State Rep. Kathleen Peters has a 100 percent proabortion voting record even voting against a ban on sexselection abortions.,"[['Kathleen Peters', 'people/person/employment_history./business/employment_tenure/title', 'United States House of Representatives']]"
170,1378,5973.json,False,"Obamas flush with cash, returning to Wall Street for even more money. Wall Street sure supports President Obama.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
171,1390,3348.json,True,DeKalb County has cut more money from its general fund budget than any local government in the Atlanta metro region.,"[['County', 'location/hud_county_place/county', 'DeKalb (Illinois)']]"
172,1391,5784.json,False,"Says Gov. Scott Walker signed abortion, sex education and discrimination bills in secret.","[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
173,1394,2870.json,False,"Eighty percent of the oil were discovering, were discovering in the deep Gulf of Mexico.","[['List of gulfs', 'location/country/languages_spoken', 'Mexico']]"
174,1411,2178.json,True,"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.","[['200', 'organization/organization/headquarters./location/mailing_address/country', 'Midwestern United States']]"
175,1421,4114.json,True,"Our countrys got this huge debt, and President Barack Obama says raise taxes and keep spending more.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
176,1430,8079.json,True,President Barack Obama has announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
177,1439,3423.json,True,Oil production from federal waters in the Gulf of Mexico reached an alltime high in 2010.,"[['List of gulfs', 'location/country/languages_spoken', 'Mexico']]"
178,1443,554.json,True,The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that theyre engaging in discussions with terrorists or about criminal activity.,"[['John McCain', 'people/person/employment_history./business/employment_tenure/title', 'Senator']]"
179,1448,8569.json,False,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.","[['New Hampshire', 'people/person/employment_history./business/employment_tenure/title', 'Jeanne Shaheen']]"
180,1451,4529.json,False,Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,"[['Chris Christie', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
181,1453,4786.json,False,"Gov. Scott Walker received a 7,300 pay raise.","[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
182,1455,12068.json,True,"Says when Bernie Sanders was in college, Sanders said something very similar to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s  that women have a legitimate role in date rape.","[['Rebecca Bradley (judge)', 'organization/role/leaders./organization/leadership/person', 'Wisconsin Supreme Court']]"
183,1456,9848.json,False,Says Michigan U.S. Senate candidateTerri Lynn Land said guaranteeing equal pay for women who do the same job as men is not a good idea.,"[['Terri Lynn Land', 'organization/role/leaders./organization/leadership/person', 'List of United States senators from Michigan'], ['Terri Lynn Land', 'organization/role/leaders./organization/leadership/person', 'List of United States senators from Michigan']]"
184,1463,9950.json,False,Says President Barack Obama is sending a much larger force to deal with Ebola than ISIS is getting.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
185,1464,6369.json,True,Says U.S. Senate opponent Eric Hovde supported billions in stimulus for highspeed rail and billions more to bail out banks.,"[['200', 'organization/role/leaders./organization/leadership/person', 'USAs senat']]"
186,1466,912.json,False,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,"[['Harry Reid', 'organization/role/leaders./organization/leadership/person', 'USAs senat'], ['Harry Reid', 'people/person/employment_history./business/employment_tenure/title', 'Leadership']]"
187,1477,13489.json,False,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sealevel rise.","[['James Hansen', 'people/person/employment_history./business/employment_tenure/title', 'Scientist']]"
188,1481,6145.json,False,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,"[['Sean Duffy', 'people/person/employment_history./business/employment_tenure/title', 'REP'], ['Sean Duffy', 'organization/role/leaders./organization/leadership/person', 'Det republikanske parti (USA)']]"
189,1504,3208.json,True,Joe Straus is the first Jewish speaker of the Texas House.,"[['Joe Straus', 'organization/role/leaders./organization/leadership/person', 'Texas House of Representatives'], ['Joe Straus', 'organization/role/leaders./organization/leadership/person', 'Texas House of Representatives'], ['Joe Straus', 'organization/role/leaders./organization/leadership/person', 'Texas House of Representatives'], ['Joe Straus', 'organization/role/leaders./organization/leadership/person', 'Texas House of Representatives']]"
190,1531,4167.json,True,Says state Rep. Fred Clark DBaraboo ran a red light and seriously injured a bicyclist.,"[['Fred Clark (politician)', 'people/person/employment_history./business/employment_tenure/title', 'United States House of Representatives']]"
191,1535,9506.json,True,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Scott Brown (fotballspiller)', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama']]"
192,1542,3877.json,True,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,"[['Chris Christie', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
193,1551,9314.json,False,Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,"[['Justin Amash', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
194,1556,3983.json,True,"Says MiamiDade mayoral candidate Julio Robaina has the highest salary among Florida mayors. More than 260,000.","[['Julio Robaina', 'people/person/employment_history./business/employment_tenure/title', 'Candidate']]"
195,1567,4630.json,False,Says Barack Obama never worked in the private sector before he was elected president.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
196,1572,1575.json,True,House Appropriations Chair David Obeys partial earmark ban wouldnt apply to 90 of earmarks.,"[['Dave Obey', 'organization/role/leaders./organization/leadership/person', 'House M.D.']]"
197,1578,2017.json,True,"As a senator, Barack Obama supported an amendment that basically gutted the legal temporary worker program.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'Senator']]"
198,1580,12260.json,False,"While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them.","[['200', 'people/person/employment_history./business/employment_tenure/title', 'Mayor']]"
199,1585,12883.json,False,Says Gov. Rick Scott cut nearly 1 million from mosquito control and closed down the states mosquito research lab a few years ago.,"[['Rick Scott', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
200,1586,4487.json,False,Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
201,1588,1956.json,False,"When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.","[['Bill Clinton', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
202,1606,5161.json,True,"In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.","[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
203,1612,6314.json,False,Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is.,"[['Bill Haslam', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
204,1618,11099.json,False,President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
205,1623,1715.json,True,"By the end of Governor Rick Perrys term, he will have drained Texas taxpayers ... of more than 360,000 to pay for the rental mansion he has been living in while the historic Governors Mansion is repaired.","[['Rick Perry', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
206,1625,4988.json,True,Says President Obama helped more than half a million veterans and military family members go to college through the Post911 G.I. Bill.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
207,1626,4082.json,True,"In our proposal, we would have expanded school aid across the board Governor Christie slashed school aid in this budget, preferring instead to extend a tax break for millionaires over funding in the classroom.","[['Wilhelm Frimann Koren Christie', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
208,1638,1929.json,False,Bill McCollum served as a lobbyist whose clients enabled mortgages for illegal immigrants.,"[['Bill McCollum', 'people/person/employment_history./business/employment_tenure/title', 'Lobbyist']]"
209,1641,5961.json,False,Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
210,1648,7104.json,False,"In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
211,1651,9344.json,False,Says Mark Begich has taken campaign cash from the Kochs while Dan Sullivan hasnt.,"[['Mark Begich', 'organization/role/leaders./organization/leadership/person', 'Kochs postulat']]"
212,1657,6563.json,False,"Household income in America has gone down for families an average of 4,000 in the last four years while it went up 5,000 under Mitt Romney when he was governor of Massachusetts","[['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', 'Governor'], ['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', 'Massachusetts']]"
213,1694,9634.json,False,"Compared to President Obama,President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.","[['Ronald Reagan', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Ronald Reagan', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama'], ['Ronald Reagan', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
214,1704,1538.json,False,"In 2001, former Federal Reserve chairman Alan Greenspan justified increasing spending and cutting taxes, saying that we didnt really need to pay down the debt.","[['Alan Greenspan', 'people/person/employment_history./business/employment_tenure/title', 'Chairperson'], ['Alan Greenspan', 'organization/role/leaders./organization/leadership/person', 'Federal Reserve']]"
215,1705,9623.json,True,DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation.,"[['County', 'location/hud_county_place/county', 'DeKalb (Illinois)']]"
216,1710,4523.json,True,Members of the public are being charged 50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
217,1722,903.json,False,The Rev. Rick Warren has called Christians who advance a social gospel Marxists.,"[['Rick Warren', 'people/person/employment_history./business/employment_tenure/title', 'Rødrev']]"
218,1732,10588.json,True,President Obama said 22 times he could not authorize immigration reform by executive order.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
219,1733,1902.json,True,Right now every single one of the oil companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than 50 billion in lost royalties.,"[['List of gulfs', 'location/country/languages_spoken', 'Mexico']]"
220,1752,7485.json,True,"Under Gov. John Kasichs budget proposal, the top one percent in Ohio will pay 10,000 less in income tax each year, but Ohios working and middle class families will pay more.","[['John Kasich', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
221,1753,1740.json,True,The Treaty of Tripoli signed by President John Adams was his outreach to Muslims.,"[['John Adams', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
222,1760,6716.json,False,Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.,"[['Paul Ryan', 'people/person/employment_history./business/employment_tenure/title', 'Candidate']]"
223,1763,1925.json,True,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately 12 a month.,"[['County', 'location/hud_county_place/county', 'Hillsborough-tragedien']]"
224,1771,3765.json,False,Says there are more federal dollars in Gov. John Kasichs budget plan than in the previous state budget.,"[['John Kasich', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
225,1775,2762.json,False,Congressman Nye voted against a bill which would have defunded the 510 billion the IRS needed toimplement health care legislation.,"[['200', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
226,1776,4213.json,False,"In contrast to President Barack Obama, who is not acting presidential, President Ronald Reagan would never go into the Oval Office without his jacket on thats how much he revered the presidency.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Ronald Reagan', 'people/person/employment_history./business/employment_tenure/title', 'Det ovale kontor'], ['Ronald Reagan', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
227,1784,8770.json,True,"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.","[['Trey Radel', 'organization/role/leaders./organization/leadership/person', 'United States Congress']]"
228,1792,9541.json,False,"As Alaskas attorney general, U.S. Senate candidate Dan Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.","[['Dan Sullivan', 'organization/role/leaders./organization/leadership/person', 'USAs senat'], ['USAs senat', 'organization/organization/headquarters./location/mailing_address/country', 'Us (2019 film)'], ['Dan Sullivan', 'people/person/employment_history./business/employment_tenure/title', 'Candidate']]"
229,1804,1000.json,False,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.","[['Jimmy Carter', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
230,1806,684.json,True,Gov. Palin ... is somebody who actually doesnt believe that climate change is manmade.,"[['Michael Palin', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
231,1808,5988.json,True,"While Act 10 allowed Milwaukee County to save some money, it was millions short of what we needed to fill the hole left by the 28 million cut in state aid.","[['County', 'location/hud_county_place/county', 'Milwaukee']]"
232,1813,1161.json,True,"Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Bill Clinton', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama'], ['Gerald Ford', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama']]"
233,1829,6439.json,True,Says U.S. Senate rival Eric Hovde refused to pay his property taxes until he was taken to court.,"[['200', 'organization/role/leaders./organization/leadership/person', 'USAs senat']]"
234,1838,811.json,False,Senator McCain would pay for part of his health care plan by making drastic cuts in Medicare 882billion worth.,"[['John McCain', 'people/person/employment_history./business/employment_tenure/title', 'Senator']]"
235,1841,10405.json,False,President Barack Obamas policies have resulted in gas prices being reduced from 3.07 per gallon when he was sworn in in 2009 to 2.30 today.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
236,1848,9414.json,False,Congresswoman RosLehtinen has long record of voting against VA backlog fixes.,"[['Ileana Ros-Lehtinen', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
237,1850,6118.json,False,"Says that under President Obama, theres been a substantial increase in federal government jobs.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
238,1865,7551.json,True,"Under Gov. Kasich, Ohio wages have increased by 10.3 billion.","[['John Kasich', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
239,1872,12795.json,False,"Just on the issue of immigration alone, it is next to impossible to find a policy difference between Donald Trump and Congressman Joe Heck.","[['Joe Heck', 'people/person/employment_history./business/employment_tenure/title', 'Member of Congress']]"
240,1888,6144.json,True,Atlanta Tea Party cofounder Debbie Dooley wants gas taxes raised.,"[['200', 'organization/role/leaders./organization/leadership/person', '200']]"
241,1896,690.json,True,Governor Palin is the most popular governor in the country.,"[['Michael Palin', 'people/person/employment_history./business/employment_tenure/title', 'Governor'], ['Michael Palin', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
242,1901,4330.json,True,Says Gov. Rick Scott cut state funding for PBS.,"[['Rick Scott', 'organization/role/leaders./organization/leadership/person', 'PBS'], ['Rick Scott', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
243,1902,9712.json,True,Attorney General Eric Holders own Justice Department precleared the voting changes in the 2011 law about early voting in Florida.,"[['Eric Holder', 'people/person/employment_history./business/employment_tenure/title', 'United States Attorney General']]"
244,1908,10178.json,False,Attorney general candidate Brad Schimel is in cahoots with Wisconsin Right to Life to make abortion a crime in Wisconsin.,"[['Brad Schimel', 'people/person/employment_history./business/employment_tenure/title', '2018 New York Attorney General election']]"
245,1910,7992.json,True,Economic Development Commission Executive Director Keith Stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 Studios.,"[['Keith Stokes', 'people/person/employment_history./business/employment_tenure/title', 'Executive director'], ['Keith Stokes', 'organization/role/leaders./organization/leadership/person', '200']]"
246,1935,10990.json,False,Says Barack Obama told the U.S. Coast Guard Academy that the number one threat to the military and the world today is global warming.,"[['Barack Obama', 'organization/role/leaders./organization/leadership/person', 'U.S. Coast Guard Academy']]"
247,1936,10519.json,False,Says awardwinning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.,"[['200', 'people/person/employment_history./business/employment_tenure/title', 'Teacher'], ['200', 'organization/role/leaders./organization/leadership/person', 'Milwaukee Public Schools'], ['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
248,1944,9499.json,False,"Says President Barack Obama said when we got bin Laden, terrorism problem solved.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
249,1950,6856.json,False,If Gov. Romneys plan goes into effect the average senior would have to pay 460 a year more in tax for their Social Security.,"[['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
250,1961,7625.json,True,Pasco County has the second highest population of homeless in all of Florida.,"[['County', 'location/hud_county_place/county', 'Pasco']]"
251,1966,6666.json,True,"Says President Barack Obama gives students the right to repay federal loans as a clear, fixed, low percentage of their income for up to 20 years.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
252,1978,1920.json,False,Georgia Secretary of State Brian Kemp is a career politician.,"[['Brian Kemp', 'people/person/employment_history./business/employment_tenure/title', 'United States Secretary of State']]"
253,1982,6960.json,True,President Barack Obama is the first president in history to cut Medicare by 700 billion.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
254,1989,11086.json,True,The actual deportations from the interior of the country are way down under President Obama.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
255,1992,3763.json,True,"On taxes, President Barack Obama wants to raise the top rate to 44.8 percent.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
256,2015,5879.json,False,Says that Rep. Betty Sutton would rather riot with Occupy Wall Street than stand up for Ohio families.,"[['Betty Sutton', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
257,2019,2153.json,True,"Says President Barack Obama initially said the national healthcare mandate isnt a tax, but his administration now says it is a tax.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
258,2020,9113.json,True,There are still more people uninsured today than when Obama was elected president.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
259,2024,5351.json,False,You cant pass a budget in the Senate of the United States without 60 votes.,"[['USAs senat', 'organization/organization/headquarters./location/mailing_address/country', 'United States']]"
260,2030,350.json,False,Barack Obama said hes going to attack Pakistan and embrace Iranian President Mahmoud Ahmadinejad.,"[['Pakistan', 'people/person/nationality', 'Mahmoud Ahmadinejad'], ['Pakistan', 'people/person/employment_history./business/employment_tenure/title', 'Mahmoud Ahmadinejad'], ['Mahmoud Ahmadinejad', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
261,2038,5204.json,True,President Obama has said he is going to cut veterans benefits.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
