,id,label,text,triple
539,5552.json,True,"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30day water supply for the city of Atlanta.",
540,6063.json,False,Virginia is home to more veterans per capita than any state in America.,
541,7332.json,True,Ohio is doing better right now than the national average on all the economic numbers.,
542,3242.json,True,"It is projected that 3.07 million people will use the train annually. Keep in mind that Amtraks Acela train in Washington D.C., Boston, Philadelphia, New York and Baltimore only had 3.2 million riders in 2010.",
543,8074.json,True,"Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.",
544,8468.json,True,We have about six school districts that are in school 140 to 150 days this year.,
545,2672.json,False,Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd as a result the deer population has dwindled.,
546,12684.json,True,"Today, there are more Hoosiers going to work than ever before in the 200year history of the great state of Indiana.",
547,7608.json,True,No one knows who bought the 38 Studios bonds. And there was some language put in the bond offer that they must remain anonymous.,
548,5498.json,False,"Today, you cant rely on the retirement fund for public employees, its not funded.",
549,11049.json,True,Says his average federal tax rate was 36 percent.,
550,10281.json,True,President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.,
551,5623.json,True,Nearly 45 percent of the women who receive health screenings through the Womens Health Program do so at a Planned Parenthood health center.,
552,5658.json,True,"Last year, we produced 14 percent less oil on public lands than we did the year before.",
553,12222.json,False,Floridas regulations on the payday lending industry are stronger than almost any other state.,
554,4402.json,False,Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.,
555,10813.json,False,"On my last trip to New Hampshire, I think I met the guy who founded the first and only bank since DoddFrank passed, since the financial crisis. One bank in the country.",
556,2503.json,True,The Republican election platform was actually written with the help of a former lobbyist for AIG and a former lobbyist for ExxonMobil.,
557,8950.json,False,Says Alaska Sen. Mark Begich supported President Barack Obamas economic policies 97 percent of the time.,
558,8982.json,True,Seventyfive percent of the young adults in this country are not mentally or physically fit to serve.,
559,4576.json,True,Says David Dewhurst accused Cruz of being a Red Chinese Communist.,
560,6845.json,False,Less than 10 percent of President Barack Obamas Cabinet members have privatesector experience.,
561,5144.json,True,Federal law prohibits the growing of industrial hemp in the United States.,
562,6330.json,True,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for privatesector job growth since the year 2000.,
563,10132.json,True,"Greg Abbott has benefitted from payday lenders who have given him 300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.",
564,2712.json,True,"Many of the companies bankrolling the ad campaign against Amendment 4 are recipients of a congressional bailout, in the form of humongous tax refunds earlier this year.",
565,7933.json,True,Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.,
566,10513.json,True,In states that have privatesale background checks for handguns 49 percent fewer women are shot and killed.,
567,1183.json,True,Nothing in any of the Democrat bills would require individuals to verify their citizenship or identity prior to receiving taxpayersubsidized benefits.,
568,5616.json,True,"Every poll you see, the overwhelming majority of people want EVerify.",
569,1957.json,True,Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.,
570,7187.json,True,I have the experience as Senate Budget Chair of cutting 4.5 billion in spending  to close the deficit while protecting education and health care.,
571,2845.json,True,"Over the course of one fouryear term, it costs taxpayers more than 1 million simply to operate the governors mansion.",
572,11399.json,True,Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.,
573,9933.json,False,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,
574,4185.json,True,Says Republican state Sen. Alberta Darling offered unqualified support for a plan to end Medicare,
575,8903.json,False,On adoption by gay couples,
576,5130.json,True,"In 2011, Debbie Wasserman Schultz missed 62 congressional votes one of the worst records of any member of Congress.",
577,2683.json,False,Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? Frank Russo and Jimmy Dimora.,
578,3599.json,False,"43,000 people are going to be kicked out of nursing homes or denied nursing home entrance if the Texas House version of the state budget passes into law.",
579,9072.json,True,Women are still paid 82 cents for every dollar a man earns in Texas.,
580,2053.json,True,"120,000 will be spent by taxpayers on Charlie Crists political photoop special session.",
581,1895.json,False,"Of hospitals in Rick Scotts ColumbiaHCA health care company, A top executive said they even turned away a poor man and left him to die outside their door.",
582,13451.json,True,The list of voters that North Carolina Republicans tried to purge was twothirds black and Democratic.,
583,10353.json,False,Fox News airs Stuart Scott R.I.P. tribute with picture of Stephen A. Smith.,
584,8765.json,False,Seventy percent of the people living in abject poverty are women.,
585,8264.json,True,On support for a military strike on Syria,
586,7422.json,False,"Says after Hurricane Sandy, New York Mayor Michael Bloomberg refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!",
587,8287.json,True,Were 48th in K12 funding and 50th in higher education.,
588,5293.json,False,Heres something that people never talk about with coach Schiano Rutgers had the best graduation rate of any Division I football program in America.,
589,12022.json,False,When youre white ... you dont know what its like to be poor.,
590,119.json,True,"With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed.",
591,7427.json,True,Says Travis Countys unemployment rate is below the national average while its poverty rate exceeds the national averageand local poverty is rising.,
592,11158.json,True,Film and television productions generated a 6 billion economic impact for Georgias economy in the most recent fiscal year.,
593,8367.json,False,Nobodys addicted to marijuana.,
594,13474.json,True,"Presidentelect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.",
595,6007.json,False,Says Gov. Scott Walker took away 1.6 billion from schools and handed it off as over 2 billion in tax breaks to the rich.,
596,3251.json,True,The federal government can cut all of the nonmilitary discretionary spending and not balance the budget.,
597,6056.json,True,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.",
598,3548.json,False,On bipartisan redistricting.,
599,613.json,True,"Spending increases, not tax cuts, are the major cause of the federal budget deficit.",
600,6481.json,False,"Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting 741 billion from Medicare to pay for a biggovernment healthcare takeover.",
601,9794.json,True,"Says Keene, N.H., requested a militarygrade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.",
602,8259.json,True,President Barack Obama had the legal authority to strike Syria without a vote from Congress.,
603,1784.json,True,On the importance of judicial experience for Supreme Court nominees.,
604,2407.json,False,"Horse racing could boost Georgias economy by 1 billion a year and create 10,000 to 20,000 jobs.",
605,2075.json,False,Russ Feingold voted against the law that protected our lakes and was the only Great Lakes senator to vote no.,
606,4145.json,False,Says the new DoddFrank financial law requires a 20 percent down payment to buy a house.,
607,573.json,False,"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",
608,822.json,False,Barack Obama has consistently voted against tougher penalties for criminals.,
609,12560.json,False,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",
610,8588.json,True,"In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.",
611,3494.json,True,Says Jeff Stone  Scott Walker.,
612,705.json,True,"Palin inherited a city with zero debt, but left it with indebtedness of over 22million.",
613,3438.json,True,Florida is one of only three states that require licenses for commercial interior designers.,
614,9082.json,False,"After hiring a campaign manager in 2006, I got this 100 and something fee ... for hazardous materials.",
615,12743.json,False,"In 2009, preHillary, ISIS was not even on the map.",
616,13458.json,True,Obamacare is not a popular law.,
617,1558.json,False,"Nobody has been talking about it Medicaid fraud, focused on it, or paying attention to it.",
618,4036.json,False,"Rick Scott has destroyed over 100,000 jobs.",
619,8996.json,True,"For every week that state lawmakers are able to cut off our timeline, it saves Georgia taxpayers approximately 100,000.",
620,736.json,True,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain 50,000.",
621,12259.json,True,90 percent of fires in Arizona are humancaused.,
622,4753.json,True,Today 46 percent of all Floridians owe more on their home than it is worth.,
623,4386.json,True,"Says that when President Obama visited El Paso, he pronounced that the border with Mexico and the United States was safer than it ever was in history.",
624,4342.json,False,"Says Texas gained 21,000 doctors due to tort reform.",
625,11645.json,False,"Technically, Ted Cruz is not even an American.",
626,13118.json,True,Most private sector jobs in the history of Buffalo exist in Buffalo today,
627,1692.json,False,Rubios got more experience than Obama had.,
628,3017.json,True,More than 125 jobs have been created at the Milwaukee Job Corps Center.,
629,6980.json,True,Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America.,
630,3759.json,True,The Ohio Democratic Party has raised 1.1 million since the November election. A very small percentage of that has come from organized labor.,
631,1377.json,True,Says a careless attitude and poor oversight by the Texas Department of Agriculture led to deaths and illnesses traced to a Texas peanut plant.,
632,4892.json,True,TheU.S. economyis three times asbig as Chinas.,
633,9605.json,True,Providence graduation rates are up.,
634,12998.json,True,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,
635,13149.json,False,"Says no, youre wrong, responding to the assertion that stopandfrisk was ruled unconstitutional in New York.",
636,10233.json,False,The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,
637,164.json,True,Ive got the most international experience here.,
638,7473.json,False,Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.,"[['Rick Scott', 'people/person/employment_history./business/employment_tenure/title', 'Gov.']]"
639,12512.json,True,"Florida doesnt regulate assault weapons or .50 caliber rifles or largecapacity ammunition magazines. It doesnt require a permit to purchase a gun. It doesnt require any registration, whatsoever.",
640,11984.json,True,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",
641,8692.json,False,"Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 fulltime jobs.",
642,4294.json,False,Says that he did not exactly say that communities have the right to ban mosques.,
643,11862.json,False,"Faced with 1 million in campaign debt, Scott Walker is unloading his campaign security costs onto the backs of Wisconsin taxpayers.",
644,3747.json,False,"George Allen had 40,000 earmarks while he was a senator.","[['George Allen', 'people/person/employment_history./business/employment_tenure/title', 'senator']]"
645,2221.json,True,We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.,
646,551.json,True,He wont even support his colleagues ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,
647,6995.json,True,Says Romney said we should ask Pakistan for permission to take a shot at Osama bin Laden.,
648,10566.json,True,More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap.,
649,4088.json,True,There are actually half a million fewer government employees now than there were when President Barack Obama took office.,
650,12043.json,False,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,
651,11315.json,True,Says Marco Rubio has the worst voting record there is today.,
652,11398.json,True,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,
653,905.json,True,The biggest job of the surgeon general is to translate health care and health care needs into plain English.,
654,4551.json,False,"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.",
655,6394.json,True,Says Measure 11 is one of the most significant reasons for decrease in violent crime.,
656,4449.json,False,"Says 160,000 kids stay home every day because they are afraid to go to school because of bullying.",
657,225.json,False,We reduced abortion. We increased adoptions by 135 percent.,
658,12258.json,True,"Wisconsin pays criminal defense lawyers who represent the indigent 40 per hour, the lowest in the country.",
659,4107.json,True,House Bill 2301 never had a public hearing,
660,10617.json,True,The proposed transportation tax plan revokes a taxcredit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,
661,7470.json,False,Theres no plan from Senate Democrats or the White House to replace the sequester.,
662,6154.json,True,Says U.S. Senate rival Tommy Thompson said he wants to do away with Medicare.,
663,10170.json,True,The nation as a whole has created jobs at a rate that is two times the rate that we have created jobs here in Wisconsin under Gov. Walker.,
664,4927.json,False,"I differed with my party on business legislation, on consumer protection, and on free trade agreements.",
665,8233.json,False,We will have the highest general revenue in state history next year. Conservative progrowth policies work in our state.,
666,7410.json,True,Comic strip says government study shows Head Start has little or no impact on the children its supposed to help.,
667,10092.json,False,"In 2013, Dan Patrick voted against funding to test the backlog of rape kits, allowing rapists to walk free.",
668,11174.json,True,A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.,
669,11335.json,True,Says Pope Francis took the name of a saint who basically reached out to Muslims.,
670,1180.json,True,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",
671,7339.json,False,Onethird of the gasoline is purchased by outofstate people in Virginia,
672,8626.json,True,"Obamacare is a massive, massive income redistribution with 250 billion a year in Medicaid expansion and in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases.",
673,6871.json,True,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,
674,5998.json,True,"The Republican from Georgia U.S. Rep. Jack Kingston, he hasnt even been to a NASCAR race.",
675,7500.json,False,Says Kurt Schrader supports Obamas sequester but wont cut 1.6 million to fund new video games.,
676,10044.json,False,"In the last year, Wisconsin ranked third in Midwest job growth.",
677,9452.json,True,"The typical Wisconsin worker makes 5,000 less each year than our neighbors in Minnesota under Gov. Scott Walkers policies.",
678,9441.json,True,"FIFA pressured Brazil into passing a socalled Budweiser bill, allowing beer sales in soccer stadiums.",
679,10161.json,False,Leticia Van de Putte voted to stop schools from removing teachers convicted of a felony.,
680,5657.json,True,"Having an entirely Democrat congressional delegation in 2009, when the federal stimulus bill passed, increases the per capita stimulus dollars that the state receives per person by 460.",
681,7730.json,True,Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.,
682,9926.json,False,Recently Rick Scott closed 30 womens health care centers across the state.,
683,6817.json,True,The income tax that started at 2 percent under Governor Byrne is now 9 percent.,
684,2946.json,False,Says federal health care overhaul will cost Texas state government upwards of 30 billion over the next 10 years.,
685,3938.json,False,"Says President Barack Obama has put up a stop sign against oil drilling, against any kind of exploration offshore or in Alaska.",
686,4138.json,False,"Ive created over 40,000 jobs.",
687,8634.json,True,Passing a federal firearms background check through the NICS database . . . typically takes 90 seconds.,
688,4248.json,False,The debtceiling bill doesnt cut the debt. It will add about 7 trillion in new debt over the next 10 years.,
689,12705.json,False,"Says Hillary Clinton has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000page Obamatrade the TransPacific Partnership agreement.",
690,7489.json,True,Says Jeb Bush flipflopflipped on immigration.,
691,2424.json,False,"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.",
692,13274.json,True,"Says Marco Rubio opposes immigration reform. Worse, Rubio supports Donald Trump. His plan would deport 800,000 children, destroying families.",
693,3435.json,True,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.",
694,5591.json,True,The RESTORE Act started as an effort to dedicate as much BP fine money as possible towards Gulf Coast restoration but now could steer money to places like the Great Lakes and West Coast.,
695,9971.json,True,"Countries with a higher minimum wage than the United States 7.25 an hour include Denmark at 21, Australia at15.81, Germany at11and France at12.35.",
696,13389.json,True,Joe Morrissey has been a delegate in the General Assembly for eight years with no laws passed to help our black community with education or workforce.,
697,2597.json,True,Georgia lawmakers balanced the budget without raising taxes on residents.,
698,6717.json,False,Defends his vote to push retirement age to 70 by saying he is for a process that would not be fully implemented until around the turn of the century.,
699,1159.json,False,President Obama . . . wants to mandate circumcision.,
700,8427.json,False,"The president has given 1,100 special waivers to his friends for Obamacare.",
701,4464.json,False,"Says that three of these five Republicans  Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist  later became Democrats.",
702,41.json,False,The crime decline in the United States would be fairly small if it wasnt for the crime decline in New York City.,
703,7929.json,True,"Proposed cuts in the House farm bill mean 2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts.",
704,7968.json,True,"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI  you could put one agent every 250 feet.",
705,2621.json,False,Rick Scott doesnt have any ties to a lobbyist.,
706,5105.json,False,At my first Lets Get to Work Day we sold out more than 240 dozen doughnuts by 830 a.m.,
707,11384.json,False,Glen Sturtevant is against smaller class sizes.,
708,8408.json,False,"Congressional lawmakers earn their salaries FOR LIFE, which for House Minority Leader Nancy Pelosi would add up to 803,700 Dollars a year for LIFE including FREE medical.",
709,1361.json,True,"President Obamas proposal calls for serious cuts in our own longterm carbon emissions, but China and India will still be allowed to increase their emissions.",
710,719.json,False,"I have never asked for a single earmark, pork barrel project for my state of Arizona.",
711,1878.json,False,"Starting in 2011, you will be required to pay taxes on the value of whatever health insurance you are given by the company.",
712,11460.json,False,Planned Parenthood is nothing more than a referral service. They dont do anything except profit from killing babies and then selling body parts of those aborted babies.,
713,5889.json,False,Says Democratic recall opponent Tom Barrett is campaigning on lifting property tax limits.,
714,8343.json,True,Photo ID is not required for those who vote by mail.,
715,5660.json,True,We have the lowest percapita spending of any state in the nation except for South Dakota.,
716,798.json,True,Barack Obama was a trial attorney for ACORN.,
717,7449.json,True,"When I ran against incumbent President Gerald Ford, you know how much money we raised? None.",
718,1366.json,True,President Obama has the worst ratings of any president at the end of his first year.,
719,8440.json,False,Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.,
720,10145.json,False,"Says Charlie Crist wants felons who commit a heinous crime such as intentional permanent disfigurement of a child, you walk out of jail, you immediately get to vote.",
721,2397.json,False,700 jobs were lost because Allen Boyd voted for the health care bill.,
722,12206.json,False,"Because of the 1994 crime bill, we had a 25year low in crime, a 33year low in the murder rate, and listen to this, because of that and the background check law, a 46year low in the deaths of people of gun violence.",
723,3501.json,False,"In 2009, we cut state spending in real terms for the first time in 150 years.",
724,8662.json,False,"In every poll, John Cornyn always loses to any conservative the voters have heard about.",
725,3246.json,True,"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important.",
726,2887.json,True,"In Wisconsin, deaths from domestic violence are at the highest in 10 years.",
727,13404.json,False,"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",
728,3008.json,True,Says there is a plan formulated by Chair Lynn Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities.,
729,8461.json,True,"For the state of Florida, there is not an additional cost with implementation of the Common Core standards.",
730,5335.json,True,Twentyfive or 24 million people are out of work or stopped looking for work.,
731,710.json,False,"Education Week says Obama hasnt made a significant mark on education, is elusive on accountability, and a staunch defender of the existing public school monopoly.",
732,12820.json,True,"Says Trump ties are made in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin.",
733,9680.json,False,"Weve had about 3,000 murders in connection with lax border security.",
734,246.json,True,"Huckabee granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.",
735,4321.json,True,The proposed transportation bill could be the largest tax increase in Georgia history.,
736,7646.json,True,"The Internal Revenue Service spent 60,000 on a Star Trek training video.",
737,1882.json,True,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",
738,1548.json,False,Floridas new fingerprint identification system is improving our rate of solving cold cases by 300 percent.,
739,3856.json,False,The 2009 stimulus bill failed to get people back to work.,
740,4475.json,True,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.",
741,3966.json,False,Muslims tried to use Sharia law to influence court decisions in New Jersey and Oklahoma,
742,1643.json,True,"Actually, Reagan was a Democrat before he was a Republican.",
743,3018.json,False,We can save 125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen.,
744,10590.json,False,The University of Wisconsin System will be much more affordable than just about any other campus in America because going forward we have a cap on it tied to inflation.,
745,3429.json,False,Gov. Rick Perry used 3.2 billion in stimulus dollars for schools to plug other holes in his budget.,
746,9631.json,True,On immigration reform,
747,10249.json,True,The actions Im taking are the kinds of actions taken by every single Republican president and every single Democratic president for the past halfcentury.,
748,6048.json,True,"It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid 600 billion down on the national debt.",
749,6483.json,True,"Says Jon Corzine gave away 14 percent raises over 4 years and he stood on the front steps of the Capitol at a publicsector union rally and said, I will fight to get you a great contract.",
750,11845.json,True,Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.,
751,8380.json,True,Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.,
752,9389.json,False,Says Barack Obama is the only American president who has not visited the DDay Monument in Normandy on DDay.,
753,6092.json,False,Says Oregon is one of only three states that allow the use of gillnets on inland waters.,
754,11820.json,False,"Obamacare is the biggest jobkiller in this country  millions of Americans have lost their jobs, have been forced into parttime work.",
755,12654.json,False,"Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA but never, ever raised his voice against it when Congress was considering it.",
756,390.json,True,Ive spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,
757,1830.json,False,Says he was a Marine during Vietnam.,
758,1132.json,False,AARP is endorsing the health care reform bill.,
759,6810.json,False,Says Mitt Romneys investments created zero jobs.,
760,9000.json,True,"American Hustleshows the FBI making reallife bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",
761,533.json,False,"These steps a middleclass tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more are all paid for.",
762,5936.json,False,Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms.,
763,9509.json,False,"The nearly sixyear delay in approving Keystone is costing Americans more than 100,000 jobs.",
764,3392.json,False,Says iPads and iPhones are built in the United States of America.,
765,4084.json,False,"Dubious taxpayerfunded stimulus projects in Rhode Island include 250,000 to provide digital television to the states inmate population.",
766,12915.json,False,The Pentagon itself says that we could eliminate 20 percent of U.S. bases.,
767,2093.json,True,I never called for a partition of Iraq.,
768,1818.json,False,"In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.",
769,2892.json,True,Said Republicans made historic gains in state legislatures during last months election,
770,12658.json,True,We got the highest vote count in the history of the Republican Party.,
771,5606.json,True,"Metro Atlantans spend over an hour every day or five hours a week commuting, for a total of 260 hours a year.",
772,1625.json,True,In Cover Florida thousands already enrolled and climbing.,
773,9275.json,True,The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastestgrowing parishes.,
774,6168.json,False,New Jerseys citizens are working at the highest rate in three years.,
775,1459.json,False,The money supply has doubled in the last year.,
776,7644.json,False,"Says Oregons high minimum wage is the reason why by 2011, Oregons restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the states minimum wage began rising above the federal level in 1997.",
777,1014.json,True,The president of the United States ... agrees with me that marriage should be between a man and a woman.,
778,4226.json,True,The debt ceiling deal will result in the lowest level of annual domestic spending since Dwight Eisenhower was president.,
779,1363.json,False,The Climatic Research Unit emails show that the science behind climate change has been pretty well debunked.,
780,5782.json,True,President Obamas suggested reduction in spending for next year 0.,
781,4231.json,False,"Rick Perry ended fullday PreK for 100,000 Texas children.",
782,7570.json,True,Says PPS employees have paid their own PERS contributions for many years.,
783,10267.json,True,Every president since Eisenhower has taken executive action to address immigration issues.,
784,2654.json,False,Says Alex Sinks plans for governor include 12.5 billion in new spending.,
785,3397.json,False,"Any child born prematurely, according to the president, in his own words, can be killed.",
786,8934.json,True,Seventy percent of all uninsured live in households in which at least one person is working.,
787,2104.json,False,Recent data showed Nevada ranks 50th in the money received from the stimulus bill.,
788,1346.json,True,"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.",
789,5241.json,False,Nearly half of all persons under 30 did not go to work today.,
790,11644.json,False,Ted Cruz tried to ban contraception five times.,
791,9496.json,True,I dont own a single stock or bond I have no savings accounts.,
792,2037.json,True,Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.,
793,11334.json,True,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,
794,11078.json,False,Obama keeps talking about getting rid of all nuclear weapons. Hes already significantly reduced our capabilities there.,
795,9363.json,True,"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in.",
796,9149.json,False,The numbers of people that support Obamacare and like it have been steadily dropping.,
797,5991.json,True,"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",
798,504.json,False,Obamas wife wrote a paper in college that said America was a nation founded on crime and hatred and that whites in America are ineradicably racist.,
799,5943.json,True,"Says in U.S. Congress, members dont even have to be on the floor for debates or votes.",
800,3565.json,False,"Says Gov. Rick Scott lost Florida 331,247 jobs.",
801,8922.json,False,Says North Carolina Republican Senate candidate Thom Tillis supports a plan that would end Medicare as we know it.,
802,9451.json,True,"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty.",
803,5006.json,False,"Says Freddie Mac, electric coops and credit unions are all government sponsored enterprises.",
804,4156.json,True,Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,
805,1355.json,False,"When Obama was interviewed by American reporters in Asia, Not one of them asked me about Asia. Not one of them asked me about the economy.",
806,10418.json,True,A strong majority of Americans support the Keystone XL pipeline.,
807,2525.json,False,A majority of Wisconsinites opposed the government takeover of health care. But Russ Feingold voted for it anyway.,
808,10850.json,True,The lack of an automatic braking system that could have prevented the Philadelphia Amtrak crash wasnt driven by a lack of funding. It just takes a while. They Congress just passed it in the recent past.,
809,10504.json,False,Obama has chosen to deny the vicious antiSemitic motivation of the attack on a kosher Jewish grocery in Paris.,
810,1104.json,True,"Only 15 percent of drug users are AfricanAmerican, yet 74 percent of all drug offenders sentenced to prison are black",
811,248.json,False,"Gas prices have never been higher, and Exxon Mobils profits have never been higher.",
812,10348.json,True,Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,
813,6051.json,False,"Says As Mayor of Wilsonville, I drove TriMet out of town and replaced their bloated transit system with our own local bus line that offers better service and has saved our businesses millions of dollars.",
814,1960.json,True,"If Rhode Island applied a 1percent sales tax on all items exempt from sales tax, the state would receive an additional 89,376,857.",
815,1633.json,False,Did not vote for tax increases as a member of the West Miami City Commission.,
816,3852.json,False,Were going to be looking at 8 billion a day that were going to be pouring into foreign countries in order to import that makeup fuel that were going to need to take the place of what we could have gotten out of the gulf.,
817,11390.json,False,Birth control pioneer Margaret Sanger believed that people like me should be eliminated.,
818,5025.json,False,Says a trash mound on U.S. 290 is 800 feet tall.,
819,13001.json,True,"Under the current procedure, if someone on a terror watch list tries to buy a gun, authorities are notified.",
820,6819.json,False,"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.",
821,6548.json,False,"In the past 27 months, President Barack Obama has created more privatesector jobs than in the Reagan recovery.",
822,12213.json,True,States with the highest gun ownership rates also have the highest suicide rates.,
823,958.json,True,I dont do earmarks. Ive never done one. Im not going to do one.,
824,2346.json,True,"Likens Obamas predicament to 1982, saying, when Reagan just started out, unemployment was at exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it.",
825,5984.json,False,"Says Tom Barrett voted to ban 15 different kinds of guns, even a lot of common deer rifles.",
826,4290.json,True,The governor having a meeting ... isnt covered by the open meetings act.,
827,13492.json,False,Says he won the popular vote if you deduct the millions of people who voted illegally.,
828,7477.json,True,Says his proposed education spending is the highest state funding level in Florida history.,
829,558.json,False,"Email quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",
830,7595.json,True,Says 94 percent of Marco Rubios constituents support a universal background check.,
831,6061.json,True,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost 87,000 for the top 1 percent.",
832,6951.json,False,"Says Connie Mack takes two homestead exemptions, directly contrary to Floridas Constitution.",
833,1027.json,True,Nobody has ever escaped from one of our federal supermax prisons.,
834,12655.json,False,"Says 220,000New Yorkers would have immediately benefitted had President Obamas executive action been affirmed.So almost a quarter million of our fellow New Yorkers who are hurting right now whose rights and opportunities were taken away by the Supreme Court.",
835,1676.json,False,"The bill reported out of committee sets up a 50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.",
836,1216.json,True,Barack Obama and the Democrats have proposed a tax for not having health insurance.,
837,8632.json,False,"The priorities of more than threequarters of Americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers.",
